Input_1,Input_2,Input_3,Input_4,Input_5,Input_6,Input_7
0.09367855086964189,0.6680415964897611,0.9187553835380425,0.17745517754049833,0.1540776430457511,0.3080825740730565,0.9919009941841914
0.3170046430828412,0.42352163672413856,0.24910530275503795,0.46777454703839094,0.13469208023839607,0.4724532582364316,0.5065482566740728
0.22451328738201726,0.05557934023287253,0.03469817839798356,0.5897336300472215,0.7081371321810254,0.7028912831059834,0.25235898393441786
0.4391086465200357,0.6453604207706378,0.6918004024532601,0.15347369536877897,0.7217734456908975,0.19788684098234577,0.6078775594996259
0.19763638088893687,0.5696796514125041,0.06511694025748205,0.5730014138341831,0.6177347845070491,0.6083568222316339,0.5957311673470311
0.5108657884721923,0.6356463673553931,0.5971017778633196,0.19038488676773585,0.7536007487598052,0.5485320096200655,0.6350579426847407
0.7135394643601328,0.2960335518257863,0.5877740806334957,0.028333344014957074,0.8355198671594141,0.972005845785933,0.44810680853270796
0.07360310451532825,0.9482259469068484,0.7793981173626306,0.250316349337816,0.64671492639276,0.3867468431425699,0.4792750923931144
0.3251798625901753,0.1969287293085651,0.26831282302664117,0.5079401647556007,0.7999016674601588,0.5448290619517359,0.6609215547859302
0.31241082541062803,0.7836082943563898,0.41324747251948546,0.2550494179000142,0.746479768023146,0.1334872401268447,0.002707225899484411
0.7851362707266283,0.3215312219042344,0.2281020319252285,0.7859016477680458,0.7663788803867616,0.44944917251945515,0.45717600871022535
0.44907365956407885,0.2382267496659205,0.8287642938052466,0.08988050371910061,0.019089479693940703,0.9052734410714702,0.6131139478665435
0.18456429778212913,0.5824743983296977,0.01687214803635456,0.7950936531221002,0.19975474243211866,0.2824541757784829,0.9427826317242405
0.8496915078298074,0.8845365033376004,0.19417883522929452,0.6772546709215624,0.6492408037163616,0.31615864216967227,0.1822899725198565
0.6388958649013147,0.4417061084200087,0.4400198833840684,0.406426757497383,0.7359900379410791,0.7506779573653475,0.37143238970154946
0.4721170976590803,0.24228426268546477,0.15330894245630583,0.6125156615117416,0.9424519738190338,0.7774928881681478,0.02504489721336306
0.2999246546073464,0.14436794968745514,0.6718684841485411,0.836841863079492,0.4584629941712335,0.35615937368746037,0.33086339746025467
0.9199321252109607,0.8036624141890997,0.440949699826913,0.9146295158330313,0.16943492876254684,0.9792670816681004,0.7890975599769414
0.923090925433875,0.4233776087518341,0.7909980160436522,0.8969712649852453,0.29377219665034415,0.6329445123066882,0.20423187648541408
0.31720264958705524,0.7622849714485906,0.22558748765069891,0.9695309042891795,0.7845346214153265,0.19421952196101677,0.3393303366751667
0.07847644567704837,0.3532327561860639,0.7613003089100491,0.8580425673813941,0.48732270179831966,0.7354882470213164,0.06214798890081136
0.13336392542066905,0.8424830545946091,0.752867876125965,0.7634185681172465,0.9785090970603982,0.03031404643195601,0.5062429809775817
0.43721816052726553,0.6754220135584723,0.09865427991902903,0.7537022335284235,0.5045882722010019,0.3116439219665741,0.31039038246337186
0.8009911814725645,0.19085353180739184,0.7852854175418466,0.0628872086696089,0.2950876171338228,0.3033185049876376,0.8609454970720609
0.14464894422616387,0.11167204565425476,0.3647436055903223,0.5739482847513713,0.4297313521614582,0.29459923402324334,0.05859835348956616
0.7575262463675974,0.4301629446011692,0.27751247090981157,0.2809757257301684,0.09729034665780079,0.01950078308038189,0.19641317144180026
0.47542620876212066,0.9593191742126536,0.7994882374945036,0.889878854174624,0.41254798586439745,0.7092927228796903,0.7070677762106233
0.3400299268447979,0.9874672040697043,0.5745456644754785,0.5091189454656607,0.12698092950201156,0.8890754091427682,0.5878776103479159
0.5432687155360705,0.8596550044257072,0.7799985987837369,0.33190470568864977,0.1067449790102184,0.9808251584809906,0.5532413196192865
0.9468320196726138,0.33180256668469665,0.9677929536506757,0.5252850575604341,0.11783522945030606,0.9117536201392388,0.2736077697391166
0.7516104747363285,0.688375521581068,0.6220640883184091,0.745658236692141,0.8347425457012488,0.8220323457290959,0.8920770104630094
0.32235040612469945,0.838087777099218,0.6922527933227685,0.4048594941054832,0.10592103778098749,0.24401803591222326,0.13657474064771152
0.9225293766770514,0.16268334599615258,0.6281222143023568,0.09211099931702615,0.6314235063200072,0.8380770084889465,0.800181782868172
0.2783650393712473,0.055131006765029134,0.16887455719559663,0.39347187889705654,0.34519806373674455,0.853682803355349,0.9104995242017668
0.15508852039659338,0.7380241775310418,0.8817558574824181,0.09397381709122843,0.6385725651571708,0.9855242012729919,0.648385613506698
0.05804861829893149,0.2663932418112096,0.8810334015149736,0.041369824670348776,0.10715203635770393,0.6536282919175397,0.760364606039132
0.3945711938791302,0.46298142118012336,0.5759232629888196,0.8870423338449019,0.9418771951652684,0.5321300879602422,0.4374458294972357
0.6825014622047306,0.8436146852161405,0.4535781235514019,0.11041454817036883,0.502648475764767,0.6263725967057274,0.08698529961581913
0.9123413550788079,0.8973599810517948,0.8452390158910331,0.619375350337799,0.5799816032024078,0.46168514718226805,0.5053355176417916
0.6347627811830974,0.9204639183097133,0.10200035563438636,0.7421451489258877,0.20508911457947776,0.5173906012583986,0.9443689096641423
0.9078533633083674,0.887360128865463,0.680673358302722,0.348285523012489,0.44508510149142766,0.00928695723761258,0.9924070116720902
0.6308557292593383,0.7402537208450687,0.6389230671199132,0.3719813617870323,0.3424804198318253,0.688574078567745,0.1581280247477721
0.681297863017181,0.3374638951400472,0.8882483290262131,0.5216707009385122,0.5816559359730351,0.937236800673606,0.41378802868406855
0.3851285946705162,0.3594631734842325,0.31079199353807596,0.056976431208784095,0.3116669063783426,0.21053657390374858,0.6338591101732178
0.3091785214658707,0.6701683891842604,0.34598869221543116,0.28182439601098697,0.0012021412916367602,0.21808288485142097,0.8273680020747685
0.35321476485955916,0.5780843968410723,0.7153468401738718,0.11395351649908636,0.8400804219714136,0.9957253330207168,0.4882260612047972
0.41658760481905993,0.7851600237156455,0.1176293123189554,0.4336173733219302,0.2160198271921872,0.022085495790825915,0.6011291417144894
0.73472657886606,0.7658569746271597,0.053722587663231125,0.9267520777325737,0.5047954886138866,0.27002246099679167,0.6881258451111586
0.2831530413272909,0.37760483473889117,0.8010662133541311,0.963143308265838,0.03280605369235373,0.6371626746768344,0.026255974824068717
0.6605506644900159,0.28223076287098764,0.2603476387940038,0.42008313665494906,0.1189442649936891,0.3077770343649676,0.02601588412422401
0.20355852656726992,0.41457458885331544,0.13060592759618517,0.8425705123632299,0.29784737321570465,0.3496242777990541,0.6325476787836753
0.5304304820865516,0.5314376327891712,0.15621757385297186,0.14116632679064867,0.9660930356977012,0.6152343787750303,0.5909779323335397
0.5306627479509073,0.2395319809199905,0.934234569189389,0.41099656779489807,0.24042868968531356,0.9795666252215443,0.08946353267938523
0.3640662504287014,0.9564757877252587,0.8749579223661454,0.9363202903758798,0.4476438662209612,0.9041649781537846,0.8083245047339197
0.6285948817027576,0.24188573990102247,0.7171675988834793,0.8888456060284147,0.7602104290847015,0.8987145599963791,0.6432386211905035
0.449824982339901,0.9403299020586423,0.06867441123211698,0.45564120247759565,0.16858532781978897,0.03982054399380025,0.2743809839723695
0.8680756046647988,0.7233671277285803,0.13654469660725355,0.7972261809495811,0.9770645787617055,0.16898392386468042,0.2666778317102709
0.19358647284646768,0.13973849559195917,0.3408926337155583,0.500398642847457,0.5699954721316662,0.28722443889809857,0.31743703829489417
0.6181669580858308,0.32431268147274034,0.6516441316374763,0.029471055083698294,0.9494746773403753,0.9928506477062956,0.9272545084365978
0.6282484455254685,0.7389409307979219,0.0402368035044125,0.611121265381146,0.4557039717554587,0.25629462783340257,0.03267746791401671
0.6650099395155137,0.25551505352500437,0.3889334987867114,0.3165464392388827,0.04828677143329818,0.01351619743405913,0.7139595267035077
0.7082520134070086,0.11663934712479795,0.03774177782683841,0.823812889522973,0.726274863470533,0.6868989335005848,0.7199806020308419
0.9694365279489583,0.7769397066622121,0.7573841268602569,0.6585723201479536,0.7648786595010896,0.34752361047062996,0.19713709062201584
0.3381357214864982,0.03648770548474223,0.36358999131689224,0.8734235396601376,0.4747019914946828,0.32197508101113215,0.6389705284078326
0.1313746513093753,0.9009273011748986,0.8563145271770407,0.4113114934050888,0.6185307061465627,0.45909660549540177,0.744400211947365
0.19686806665431228,0.573778944339943,0.6259945563653802,0.5394292706319411,0.793016025620369,0.44810399879347823,0.5665700475765798
0.5973799790351075,0.2743187722712325,0.8623914030672729,0.4699473406434279,0.9408900234520939,0.8088174489988854,0.36131949917000916
0.9610581800348211,0.5746702213980012,0.5514328096914386,0.5363721452259324,0.41070217390888786,0.1473550479108161,0.04020191783990057
0.8855120922918636,0.8968537892575601,0.5264131317593976,0.6604454365098437,0.9837648569479923,0.7171281472235828,0.00013239635942158268
0.7077002429322365,0.8849520773393795,0.9311405793287291,0.43297950361969806,0.48939982373814117,0.5819050214925279,0.25637918216414707
0.23189263935000193,0.3415098430051369,0.9921267984463346,0.9626822451649072,0.15233677750129826,0.6693701967739714,0.5704737265543568
0.3770287698503173,0.39174455061572055,0.05939345201265822,0.869478965518097,0.4355971164330403,0.11341992616093899,0.44443232039924685
0.2191246476422576,0.7113338786828887,0.6561365432713114,0.44809296959095346,0.6361764209990796,0.5596769448398355,0.46242049133200336
0.42544775596105827,0.08573079344355616,0.9548777312992314,0.8558847008063445,0.07626110758276983,0.5785596934221805,0.2657727212221886
0.020205374817130195,0.11804187644969105,0.6850702011290081,0.6159189951015929,0.17607475253320526,0.06826040357755486,0.5736132189672873
0.14244943352964257,0.2880808699233995,0.9427508777428592,0.23803046227503244,0.15167762583979194,0.28829342090437204,0.16928095453795078
